MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,BldgType,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,target
20.0,RL,,17600.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,6.0,5.0,1960.0,1960.0,BrkFace,30.0,TA,TA,TA,TA,No,1270.0,0.0,208.0,1478.0,Ex,Y,1478.0,0.0,0.0,1478.0,1.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,2.0,1960.0,Unf,2.0,498.0,Y,0.0,40.0,0.0,0.0,0.0,0.0,,,,0.0,12.0,2009.0,157500.0
160.0,RL,36.0,2448.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,7.0,5.0,2003.0,2004.0,Stone,106.0,Gd,TA,Gd,TA,No,573.0,0.0,191.0,764.0,Ex,Y,764.0,862.0,0.0,1626.0,1.0,0.0,2.0,1.0,2.0,1.0,Gd,6.0,0.0,2003.0,RFn,2.0,474.0,Y,0.0,27.0,0.0,0.0,0.0,0.0,,,,0.0,10.0,2008.0,154000.0
60.0,RL,56.0,20431.0,Pave,,IR2,Lvl,AllPub,Inside,Gtl,1Fam,9.0,5.0,2005.0,2006.0,BrkFace,870.0,Ex,TA,Ex,TA,No,1410.0,0.0,438.0,1848.0,Ex,Y,1848.0,880.0,0.0,2728.0,1.0,0.0,2.0,1.0,4.0,1.0,Ex,10.0,2.0,2006.0,Fin,3.0,706.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2006.0,437154.0
120.0,RL,68.0,7820.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,TwnhsE,9.0,5.0,2007.0,2007.0,BrkFace,362.0,Ex,TA,Ex,TA,No,0.0,0.0,1869.0,1869.0,Ex,Y,1869.0,0.0,0.0,1869.0,0.0,0.0,2.0,0.0,2.0,1.0,Ex,6.0,1.0,2007.0,RFn,2.0,617.0,Y,210.0,54.0,0.0,0.0,0.0,0.0,,,,0.0,12.0,2007.0,318061.0
120.0,RL,,5271.0,Pave,,IR1,Low,AllPub,Inside,Mod,1Fam,7.0,5.0,1986.0,1986.0,None,0.0,TA,TA,Gd,TA,Gd,1082.0,0.0,371.0,1453.0,Gd,Y,1453.0,0.0,0.0,1453.0,1.0,0.0,1.0,1.0,2.0,1.0,Gd,6.0,1.0,1986.0,RFn,2.0,445.0,Y,0.0,80.0,0.0,0.0,184.0,0.0,,,,0.0,12.0,2006.0,190000.0
50.0,RL,60.0,9084.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,6.0,1941.0,1950.0,None,0.0,TA,TA,TA,Fa,Mn,236.0,380.0,0.0,616.0,TA,N,616.0,495.0,0.0,1111.0,0.0,1.0,1.0,0.0,3.0,1.0,TA,5.0,0.0,1941.0,Unf,1.0,200.0,Y,48.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2008.0,95000.0
30.0,RM,60.0,8520.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,6.0,8.0,1928.0,2003.0,None,0.0,TA,Gd,TA,TA,No,0.0,0.0,624.0,624.0,Gd,Y,720.0,0.0,0.0,720.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,0.0,2005.0,Unf,2.0,484.0,Y,106.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2010.0,105900.0
50.0,RL,60.0,8400.0,Pave,,Reg,Bnk,AllPub,Inside,Gtl,1Fam,6.0,5.0,1940.0,2000.0,None,0.0,TA,TA,TA,TA,No,388.0,0.0,552.0,940.0,Ex,Y,1192.0,403.0,0.0,1595.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,2.0,1940.0,Unf,1.0,240.0,Y,0.0,0.0,108.0,0.0,0.0,0.0,,,,0.0,6.0,2006.0,140000.0
20.0,RL,105.0,11249.0,Pave,,IR2,Lvl,AllPub,Inside,Gtl,1Fam,6.0,5.0,1995.0,1995.0,None,0.0,Gd,Gd,Gd,Gd,No,334.0,544.0,322.0,1200.0,Ex,Y,1200.0,0.0,0.0,1200.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,0.0,1995.0,RFn,2.0,521.0,Y,0.0,26.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2007.0,177500.0
20.0,RL,,9248.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,6.0,6.0,1992.0,1992.0,BrkFace,106.0,TA,TA,Gd,TA,No,560.0,0.0,598.0,1158.0,Gd,Y,1167.0,0.0,0.0,1167.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,0.0,1992.0,RFn,2.0,400.0,Y,120.0,26.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,173000.0
120.0,RM,44.0,4224.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,5.0,5.0,1976.0,1976.0,None,0.0,TA,TA,Gd,TA,No,874.0,0.0,268.0,1142.0,TA,Y,1142.0,0.0,0.0,1142.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,1.0,1976.0,Fin,2.0,528.0,Y,536.0,90.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,8.0,2007.0,134000.0
80.0,RL,92.0,6930.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,5.0,4.0,1958.0,1958.0,BrkFace,120.0,TA,TA,TA,TA,Av,300.0,294.0,468.0,1062.0,Ex,Y,1352.0,0.0,0.0,1352.0,0.0,1.0,1.0,0.0,3.0,1.0,Gd,6.0,0.0,1958.0,Unf,1.0,288.0,Y,168.0,0.0,294.0,0.0,0.0,0.0,,,,0.0,7.0,2006.0,130000.0
60.0,RL,78.0,12011.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,8.0,5.0,1998.0,1998.0,BrkFace,530.0,Gd,TA,Gd,TA,Av,956.0,0.0,130.0,1086.0,Ex,Y,1086.0,838.0,0.0,1924.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,1.0,1998.0,RFn,2.0,592.0,Y,208.0,75.0,0.0,0.0,374.0,0.0,,,,0.0,6.0,2006.0,280000.0
85.0,RL,,7540.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,6.0,6.0,1978.0,1978.0,None,0.0,TA,TA,Gd,TA,Av,773.0,0.0,115.0,888.0,Ex,Y,912.0,0.0,0.0,912.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,1.0,1978.0,RFn,2.0,470.0,Y,0.0,0.0,0.0,0.0,192.0,0.0,,MnPrv,,0.0,6.0,2007.0,156000.0
50.0,RL,,9144.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,5.0,1940.0,1982.0,None,0.0,TA,TA,TA,TA,No,399.0,0.0,484.0,883.0,Gd,Y,988.0,517.0,0.0,1505.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,8.0,0.0,1940.0,Unf,1.0,240.0,N,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2008.0,145000.0
85.0,RL,64.0,7301.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,7.0,5.0,2003.0,2003.0,BrkFace,500.0,Gd,TA,,,,0.0,0.0,0.0,0.0,Ex,Y,495.0,1427.0,0.0,1922.0,0.0,0.0,3.0,0.0,4.0,1.0,Gd,7.0,1.0,2003.0,RFn,2.0,672.0,Y,0.0,0.0,177.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,198500.0
160.0,RM,21.0,1680.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,6.0,8.0,1972.0,2007.0,BrkFace,510.0,TA,TA,TA,TA,No,162.0,0.0,321.0,483.0,Gd,Y,483.0,504.0,0.0,987.0,0.0,0.0,1.0,1.0,2.0,1.0,Gd,5.0,0.0,1972.0,Unf,1.0,264.0,Y,250.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2009.0,118000.0
60.0,RL,,18800.0,Pave,,IR1,Lvl,AllPub,FR2,Gtl,1Fam,6.0,5.0,1976.0,1976.0,BrkFace,120.0,TA,TA,Gd,TA,Mn,712.0,0.0,84.0,796.0,TA,Y,790.0,784.0,0.0,1574.0,1.0,0.0,2.0,1.0,3.0,1.0,TA,6.0,1.0,1976.0,Fin,2.0,566.0,Y,306.0,111.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2006.0,190000.0
70.0,RM,59.0,10690.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,7.0,1920.0,1997.0,None,0.0,TA,Gd,TA,Fa,No,456.0,0.0,216.0,672.0,Gd,Y,672.0,672.0,0.0,1344.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,0.0,1964.0,Unf,1.0,468.0,Y,0.0,128.0,218.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,147000.0
20.0,RL,,9500.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,6.0,5.0,1963.0,1963.0,BrkFace,247.0,TA,TA,Gd,TA,No,609.0,0.0,785.0,1394.0,Gd,Y,1394.0,0.0,0.0,1394.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,2.0,1963.0,RFn,2.0,514.0,Y,0.0,76.0,0.0,0.0,185.0,0.0,,,,0.0,7.0,2009.0,159000.0
80.0,RL,101.0,9150.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,6.0,5.0,1962.0,1962.0,BrkFace,305.0,TA,TA,Gd,TA,Gd,371.0,0.0,728.0,1099.0,Gd,Y,1431.0,0.0,0.0,1431.0,0.0,1.0,1.0,0.0,3.0,1.0,TA,6.0,1.0,1962.0,RFn,1.0,296.0,Y,64.0,110.0,0.0,0.0,0.0,0.0,,,,0.0,12.0,2008.0,165000.0
20.0,RL,78.0,7800.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,6.0,1954.0,1954.0,BrkFace,200.0,TA,TA,TA,TA,No,540.0,0.0,728.0,1268.0,Gd,Y,1268.0,0.0,0.0,1268.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,7.0,1.0,1954.0,Fin,1.0,244.0,Y,0.0,98.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2010.0,132000.0
20.0,RL,,9830.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,5.0,7.0,1959.0,2006.0,None,0.0,TA,Gd,TA,TA,No,72.0,258.0,733.0,1063.0,Ex,Y,1287.0,0.0,0.0,1287.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,7.0,1.0,1997.0,Fin,2.0,576.0,Y,364.0,17.0,0.0,0.0,182.0,0.0,,,,0.0,3.0,2010.0,162000.0
60.0,RL,,8121.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,6.0,5.0,2000.0,2000.0,None,0.0,TA,TA,Gd,TA,No,0.0,0.0,953.0,953.0,Ex,Y,953.0,711.0,0.0,1664.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,1.0,2000.0,RFn,2.0,460.0,Y,100.0,40.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,2006.0,172400.0
50.0,RL,80.0,17120.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,4.0,4.0,1959.0,1959.0,None,0.0,TA,TA,,,,0.0,0.0,0.0,0.0,TA,Y,1120.0,468.0,0.0,1588.0,0.0,0.0,2.0,0.0,4.0,1.0,TA,7.0,1.0,1991.0,Fin,2.0,680.0,N,0.0,59.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2008.0,134432.0
120.0,RL,50.0,7175.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,6.0,5.0,1984.0,1984.0,None,0.0,TA,TA,Gd,TA,No,623.0,121.0,0.0,744.0,TA,Y,752.0,0.0,0.0,752.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,0.0,1984.0,Unf,1.0,264.0,Y,353.0,0.0,0.0,0.0,90.0,0.0,,MnPrv,,0.0,2.0,2010.0,125000.0
20.0,RL,79.0,10634.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,6.0,1953.0,1953.0,None,0.0,TA,TA,TA,TA,No,428.0,180.0,0.0,608.0,TA,Y,1319.0,0.0,0.0,1319.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,0.0,1953.0,Unf,1.0,270.0,Y,66.0,0.0,0.0,0.0,0.0,0.0,,GdWo,,0.0,11.0,2009.0,123000.0
60.0,RL,65.0,8200.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,7.0,5.0,2003.0,2004.0,None,0.0,Gd,TA,Gd,TA,No,0.0,0.0,847.0,847.0,Ex,Y,847.0,1081.0,0.0,1928.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,1.0,2003.0,Fin,2.0,434.0,Y,100.0,48.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2007.0,219500.0
30.0,RL,,10020.0,Pave,,IR1,Low,AllPub,Inside,Sev,1Fam,1.0,1.0,1922.0,1950.0,None,0.0,Fa,Fa,Fa,Po,Gd,350.0,0.0,333.0,683.0,Gd,N,904.0,0.0,0.0,904.0,1.0,0.0,0.0,1.0,1.0,1.0,Fa,4.0,0.0,,,0.0,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2009.0,61000.0
85.0,RL,57.0,8846.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,5.0,5.0,1996.0,1996.0,None,0.0,Gd,TA,Gd,TA,Av,298.0,0.0,572.0,870.0,Ex,Y,914.0,0.0,0.0,914.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,0.0,1998.0,Unf,2.0,576.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2006.0,148000.0
60.0,FV,102.0,11143.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,8.0,5.0,2004.0,2005.0,None,0.0,Gd,TA,Gd,TA,No,0.0,0.0,1580.0,1580.0,Ex,Y,1580.0,886.0,0.0,2466.0,0.0,0.0,3.0,0.0,4.0,1.0,Gd,8.0,1.0,2004.0,RFn,2.0,610.0,Y,159.0,214.0,0.0,0.0,0.0,0.0,,,,0.0,12.0,2007.0,340000.0
20.0,RL,88.0,11394.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,9.0,2.0,2010.0,2010.0,Stone,350.0,Gd,TA,Ex,TA,Av,1445.0,0.0,411.0,1856.0,Ex,Y,1856.0,0.0,0.0,1856.0,1.0,0.0,1.0,1.0,1.0,1.0,Ex,8.0,1.0,2010.0,Fin,3.0,834.0,Y,113.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2010.0,394432.0
60.0,RL,60.0,8123.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,6.0,5.0,2000.0,2000.0,BrkFace,16.0,TA,TA,Gd,TA,No,0.0,0.0,982.0,982.0,Ex,Y,1007.0,793.0,0.0,1800.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,1.0,2000.0,Fin,2.0,463.0,Y,100.0,63.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2009.0,179000.0
50.0,RL,50.0,5000.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,6.0,1924.0,1950.0,None,0.0,TA,TA,TA,TA,No,218.0,0.0,808.0,1026.0,TA,Y,1026.0,665.0,0.0,1691.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,1.0,1924.0,Unf,1.0,308.0,Y,0.0,0.0,242.0,0.0,0.0,0.0,,,,0.0,5.0,2010.0,127000.0
20.0,FV,60.0,7200.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,7.0,5.0,2006.0,2006.0,None,0.0,Gd,TA,Gd,Gd,No,0.0,0.0,1293.0,1293.0,Ex,Y,1301.0,0.0,0.0,1301.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,1.0,2006.0,RFn,2.0,572.0,Y,216.0,121.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2006.0,187750.0
60.0,RL,79.0,9245.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,7.0,5.0,2006.0,2006.0,None,0.0,Gd,TA,Gd,TA,Av,0.0,0.0,939.0,939.0,Ex,Y,939.0,858.0,0.0,1797.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,0.0,2006.0,RFn,2.0,639.0,Y,144.0,53.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2007.0,213500.0
45.0,RH,60.0,9000.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,6.0,3.0,1928.0,1950.0,None,0.0,TA,TA,Fa,Fa,No,0.0,0.0,784.0,784.0,TA,N,784.0,0.0,0.0,784.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,0.0,1950.0,Unf,2.0,360.0,N,0.0,0.0,91.0,0.0,0.0,0.0,,,,0.0,10.0,2009.0,76000.0
60.0,RL,,53107.0,Pave,,IR2,Low,AllPub,Corner,Mod,1Fam,6.0,5.0,1992.0,1992.0,None,0.0,Gd,TA,Gd,TA,Av,985.0,0.0,595.0,1580.0,Ex,Y,1079.0,874.0,0.0,1953.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,9.0,2.0,1992.0,Fin,2.0,501.0,Y,216.0,231.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2007.0,240000.0
120.0,RL,43.0,3182.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,8.0,5.0,2004.0,2005.0,BrkFace,16.0,Gd,TA,Gd,TA,No,24.0,0.0,1232.0,1256.0,Ex,Y,1269.0,0.0,0.0,1269.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,1.0,2004.0,Fin,2.0,430.0,Y,146.0,20.0,0.0,0.0,144.0,0.0,,,,0.0,4.0,2010.0,192000.0
50.0,RL,58.0,8410.0,Pave,,Reg,Lvl,AllPub,FR2,Gtl,1Fam,5.0,3.0,1910.0,1996.0,None,0.0,TA,Fa,TA,TA,No,0.0,0.0,658.0,658.0,TA,Y,658.0,526.0,0.0,1184.0,0.0,0.0,1.0,0.0,5.0,1.0,TA,8.0,0.0,,,0.0,0.0,N,0.0,151.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2006.0,81000.0
80.0,RL,72.0,7200.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,6.0,6.0,1976.0,1976.0,BrkFace,255.0,TA,TA,TA,TA,Av,631.0,0.0,410.0,1041.0,Ex,Y,1125.0,0.0,0.0,1125.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,1.0,1977.0,Unf,1.0,352.0,Y,296.0,0.0,0.0,0.0,0.0,0.0,,GdWo,,0.0,10.0,2009.0,125000.0
20.0,RL,93.0,9382.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,7.0,5.0,1999.0,2000.0,BrkFace,125.0,Gd,TA,Gd,TA,No,0.0,0.0,1468.0,1468.0,Ex,Y,1479.0,0.0,0.0,1479.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,0.0,1999.0,RFn,2.0,577.0,Y,120.0,25.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2008.0,191000.0
60.0,RL,96.0,12474.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,10.0,5.0,2007.0,2008.0,Stone,272.0,Ex,TA,Ex,TA,Av,1280.0,0.0,402.0,1682.0,Ex,Y,1742.0,590.0,0.0,2332.0,1.0,0.0,2.0,1.0,3.0,1.0,Ex,9.0,1.0,2008.0,Fin,3.0,846.0,Y,196.0,134.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2008.0,426000.0
50.0,RL,50.0,8405.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,8.0,1900.0,1950.0,None,0.0,TA,TA,TA,Gd,No,241.0,391.0,229.0,861.0,Ex,Y,961.0,406.0,0.0,1367.0,1.0,0.0,1.0,0.0,4.0,1.0,TA,7.0,0.0,1978.0,Unf,1.0,384.0,Y,0.0,130.0,112.0,0.0,0.0,0.0,,MnPrv,,0.0,4.0,2008.0,119000.0
60.0,RL,71.0,12209.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,6.0,5.0,2001.0,2002.0,None,0.0,TA,TA,Ex,TA,No,690.0,0.0,114.0,804.0,Ex,Y,804.0,1157.0,0.0,1961.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,1.0,2001.0,Fin,2.0,560.0,Y,125.0,192.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2009.0,215000.0
20.0,RL,,8339.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,5.0,7.0,1959.0,1959.0,None,0.0,TA,TA,,,,0.0,0.0,0.0,0.0,TA,Y,882.0,0.0,0.0,882.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,0.0,1959.0,RFn,1.0,294.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,Shed,1200.0,7.0,2007.0,106500.0
30.0,RL,,7446.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,4.0,5.0,1941.0,1950.0,None,0.0,TA,TA,TA,TA,No,266.0,0.0,522.0,788.0,TA,Y,788.0,0.0,0.0,788.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,2.0,,,0.0,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,GdWo,,0.0,4.0,2006.0,100000.0
50.0,RL,60.0,10134.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,6.0,1940.0,1950.0,None,0.0,TA,TA,TA,TA,No,0.0,0.0,735.0,735.0,Gd,Y,735.0,299.0,0.0,1034.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,0.0,1940.0,Unf,1.0,240.0,Y,0.0,39.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2007.0,109000.0
20.0,RL,68.0,9571.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,6.0,1956.0,1956.0,None,0.0,TA,TA,TA,TA,Av,739.0,0.0,405.0,1144.0,TA,Y,1144.0,0.0,0.0,1144.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,0.0,1956.0,Unf,1.0,596.0,Y,44.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2010.0,129000.0
20.0,RL,60.0,7200.0,Pave,,Reg,Low,AllPub,Inside,Gtl,1Fam,5.0,5.0,1972.0,1972.0,None,0.0,TA,TA,TA,TA,Av,777.0,0.0,117.0,894.0,TA,Y,894.0,0.0,0.0,894.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,0.0,1985.0,RFn,2.0,600.0,Y,215.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,9.0,2009.0,123000.0
60.0,RL,69.0,7590.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,5.0,1962.0,1962.0,BrkFace,288.0,TA,TA,TA,TA,No,540.0,0.0,324.0,864.0,TA,Y,876.0,936.0,0.0,1812.0,0.0,0.0,2.0,0.0,4.0,1.0,TA,8.0,1.0,1962.0,RFn,1.0,264.0,Y,0.0,168.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2007.0,169500.0
30.0,RM,60.0,8967.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,5.0,2.0,1920.0,1950.0,None,0.0,TA,Fa,Fa,Po,No,0.0,0.0,961.0,961.0,Gd,Y,1077.0,0.0,0.0,1077.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,0.0,1920.0,Unf,1.0,338.0,N,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,11.0,2007.0,67000.0
60.0,FV,65.0,8125.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,7.0,5.0,2006.0,2007.0,Stone,100.0,Gd,TA,Gd,TA,No,812.0,0.0,280.0,1092.0,Ex,Y,1112.0,438.0,0.0,1550.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,7.0,0.0,2007.0,Fin,2.0,438.0,Y,0.0,168.0,0.0,0.0,0.0,0.0,,,,0.0,10.0,2009.0,241000.0
120.0,RL,38.0,14963.0,Pave,,IR2,Lvl,AllPub,Inside,Gtl,TwnhsE,8.0,5.0,1996.0,1996.0,None,0.0,Gd,TA,Gd,TA,No,786.0,0.0,474.0,1260.0,Ex,Y,1288.0,0.0,0.0,1288.0,1.0,0.0,1.0,1.0,1.0,1.0,Ex,4.0,2.0,1996.0,Fin,2.0,500.0,Y,120.0,30.0,0.0,0.0,224.0,0.0,,,,0.0,12.0,2008.0,245500.0
20.0,RL,65.0,8767.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,7.0,5.0,2005.0,2005.0,None,0.0,Gd,TA,Gd,TA,Av,24.0,0.0,1286.0,1310.0,Ex,Y,1310.0,0.0,0.0,1310.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,1.0,2005.0,Fin,2.0,400.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2006.0,164990.0
30.0,RL,60.0,10200.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,8.0,1940.0,1997.0,None,0.0,TA,TA,TA,TA,No,0.0,0.0,672.0,672.0,Ex,Y,672.0,0.0,0.0,672.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,0.0,1940.0,Unf,1.0,240.0,N,168.0,0.0,0.0,0.0,0.0,0.0,,GdPrv,,0.0,8.0,2008.0,108000.0
60.0,RL,93.0,12090.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,8.0,5.0,1998.0,1998.0,BrkFace,650.0,Gd,TA,Gd,TA,No,0.0,0.0,1141.0,1141.0,Gd,Y,1165.0,1098.0,0.0,2263.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,10.0,1.0,1998.0,Fin,2.0,420.0,Y,144.0,123.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2006.0,258000.0
60.0,RL,,10364.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,6.0,5.0,1995.0,1996.0,None,0.0,TA,TA,Gd,TA,No,0.0,0.0,806.0,806.0,Gd,Y,806.0,766.0,0.0,1572.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,1.0,1995.0,Fin,2.0,373.0,Y,0.0,40.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2007.0,168000.0
